Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Customer Segment,Device Used,Delivery Delay (Days),Customer Satisfaction Comment
199,54,M,Laptop,Electronics,947,Canada,XL,red,Winter,1.6,Yes,Same Day,No,SALE20,41,Crypto,Very High,VIP,Mobile,0,
200,48,Other,Shoes,Fashion,388,India,m,White,,2.1,Inactive,Express,,PROMO10,30,Cash,Very High,Returning,Tablet,14,Bad
201,16,F,Shoes,Fashion,1885,Germany,,,Autumn,1.3,,Pickup,,SALE20,47,Cash,High,New,mobile,10,Excellent
202,42,Male,Laptop,Fashion,155,China,,Red,Summer,4.2,Active,Standard,TRUE,SALE20,34,,Medium,New,Desktop,-1,Will buy again
203,67,Female,Shirt,Clothing,1276,,m,red,Spring,2.1,Active,Pickup,FALSE,WELCOME,4,Cash,Very High,,Mobile,8,Bad
204,28,Other,Shoes ,Accessories,575,Nigeria,M,Red,Summer,1.1,Inactive,Same Day,No,NONE,4,Card,Low,VIP,mobile,7,
205,56,Male,Laptop,Gadgets,222,Nigeria,S,,Summer,4.2,No,Express,TRUE,WELCOME,20,Transfer,Medium,New,Mobile,4,Bad
206,18,Male,Bag,,599,UK,m,Black,Summer,3.3,Active,Express,Yes,PROMO10,49,card,Medium,VIP,Tablet,6,Good
207,54,Female,Bag,Accessories,1130,China,L,,,1.1,Inactive,Standard,,PROMO10,46,Card,Medium,Returning,,3,
208,21,Female,Watch,Clothing,1688,Nigeria,L,Red,Harmattan,1.9,,Same Day,Yes,NONE,46,Card,Very High,,Tablet,0,Late delivery
209,23,M,Watch,Clothing,945,USA,m,Black,Autumn,2.3,Inactive,Express,Yes,SALE20,40,,Very High,Returning,Tablet,-2,Will buy again
210,42,F,Watch,Accessories,760,Nigeria,M,,Autumn,4.8,,Same Day,,WELCOME,16,Card,Medium,,Tablet,6,Bad
211,24,Other,Watch,Clothing,304,Nigeria,M,,Winter,2.7,,,,NONE,43,card,Very High,New,,3,Excellent
212,52,F,Shoes ,,1814,,XXL,Black,Winter,3.8,Yes,,,,47,,High,Churn Risk,,5,Bad
213,48,Other,Shoes ,Electronics,1076,Nigeria,,,Winter,4.1,Yes,,FALSE,SALE20,41,Crypto,Low,,mobile,7,Excellent
214,66,Male,shirt,Fashion,335,Canada,,Green,Summer,3.1,,Same Day,Yes,WELCOME,46,card,,New,Tablet,7,Bad
215,57,,Shoes,Gadgets,766,India,XL,,,1.4,Yes,,FALSE,SALE20,26,Card,,,Tablet,2,
216,59,,,Clothing,1757,Germany,M,Blue,Spring,4.7,Inactive,Pickup,,SALE20,34,Crypto,Medium,Returning,Desktop,9,Good
217,39,Female,Shoes ,Gadgets,1263,Germany,XXL,,,2.8,No,Standard,Yes,PROMO10,26,Crypto,Very High,,mobile,5,Late delivery
218,30,Female,Phone,Fashion,517,India,XXL,Green,Spring,1.7,No,Standard,Yes,PROMO10,12,,Very High,Returning,mobile,8,Good
219,69,Male,Bag,,932,France,m,,Spring,4.1,Inactive,,No,SALE20,48,Crypto,Low,New,Tablet,8,Good
220,47,Male,,Accessories,101,France,,,Autumn,4.5,Inactive,Pickup,,NONE,22,,,Returning,Desktop,3,
221,47,Other,Bag,,1988,China,S,Red,Harmattan,3.9,Yes,,No,,43,Cash,Very High,New,Tablet,-1,Will buy again
222,39,Male,Watch,Fashion,1803,,m,Green,,2.8,No,,TRUE,WELCOME,46,Card,High,Churn Risk,Mobile,10,Excellent
223,56,Other,Shoes ,Gadgets,1379,USA,XL,,Spring,4.9,No,,TRUE,NONE,4,,Very High,Churn Risk,Mobile,5,
224,67,F,,Electronics,94,Canada,L,,,1.4,Active,Pickup,,NONE,9,card,Very High,Returning,Tablet,2,Late delivery
225,64,Female,Shirt,Accessories,1227,,,White,Spring,1.6,No,Same Day,TRUE,WELCOME,10,Transfer,,VIP,Tablet,4,Will buy again
226,64,Female,shirt,Clothing,1128,Nigeria,M,Green,Harmattan,2.1,No,Pickup,FALSE,WELCOME,1,Cash,,Churn Risk,Mobile,13,
227,67,,Phone,Electronics,1458,China,,Green,Winter,1.5,Yes,Express,No,NONE,21,Transfer,Low,Returning,Tablet,13,Good
228,27,,Phone,Fashion,156,Nigeria,S,,Autumn,2.8,Yes,Same Day,,PROMO10,37,Card,Medium,New,Mobile,8,Bad
229,54,Female,Shoes,Gadgets,1609,Canada,,Green,,3.4,No,Express,No,,47,Card,Low,,,11,Late delivery
230,17,F,Watch,Gadgets,730,,S,,Autumn,2.2,,,No,SALE20,21,Transfer,High,Returning,,11,Excellent
231,18,F,Phone,Gadgets,112,Canada,XXL,Black,Harmattan,1.1,Active,,TRUE,SALE20,28,,,VIP,Desktop,13,Excellent
232,64,M,Headset,Fashion,168,Germany,m,red,Summer,3.2,,Standard,Yes,NONE,9,,Medium,New,Tablet,2,
233,52,Other,Headset,Accessories,455,,m,Blue,Autumn,3.2,Active,Standard,FALSE,PROMO10,41,Card,Low,VIP,Mobile,5,
234,64,,Laptop,Clothing,822,China,L,,Summer,4.5,Inactive,,TRUE,WELCOME,43,Cash,High,,mobile,5,
235,32,Other,Phone,Electronics,252,Nigeria,S,Green,Winter,1.4,Active,Express,Yes,,30,Card,,VIP,mobile,2,Late delivery
236,64,,,Fashion,959,UK,XL,Green,,2.5,Inactive,,,WELCOME,20,,,New,Mobile,10,
237,17,M,Shoes ,Gadgets,489,Canada,S,Blue,Autumn,1.9,Inactive,Standard,No,SALE20,33,Transfer,,Returning,mobile,1,
238,17,Female,Shirt,Clothing,446,UK,XXL,red,Autumn,1.4,Yes,Pickup,No,SALE20,39,Transfer,Low,Returning,,4,Excellent
239,43,Other,Shoes,Gadgets,1842,,S,,Winter,2.2,Inactive,Same Day,TRUE,NONE,33,Cash,Very High,VIP,Desktop,3,Late delivery
240,69,,Watch,Fashion,1738,France,XXL,,Spring,4.2,,Pickup,TRUE,SALE20,32,,Very High,Churn Risk,Tablet,12,Good
241,38,Other,Laptop,Gadgets,504,UK,,Green,Spring,1.9,Active,,,WELCOME,38,Crypto,Low,New,Desktop,10,
242,52,Female,,Fashion,989,China,S,Blue,,4.7,Yes,Pickup,Yes,,48,Cash,Very High,Churn Risk,,0,
243,47,Male,Bag,Gadgets,283,,XL,red,Winter,3.8,No,Pickup,Yes,SALE20,3,,High,,mobile,0,
244,48,,Headset,Fashion,528,Canada,M,Green,Harmattan,1.4,Active,Pickup,,PROMO10,16,Card,,New,,3,Excellent
245,16,Male,Shoes ,Gadgets,1696,Germany,M,Green,Summer,1.9,,Pickup,TRUE,SALE20,10,Crypto,Medium,Returning,Tablet,10,Excellent
246,34,M,Laptop,Clothing,1214,UK,S,red,Harmattan,1.1,Inactive,Same Day,FALSE,NONE,10,Card,Medium,New,Tablet,11,Good
247,17,F,,Clothing,1776,Germany,L,White,Harmattan,1.5,Yes,Standard,,,48,Crypto,High,,,13,Late delivery
248,68,Other,Watch,Gadgets,833,USA,m,,,3.9,No,,FALSE,SALE20,43,Transfer,Medium,New,Tablet,3,
249,59,,Shirt,Gadgets,492,USA,,White,Autumn,1.6,Active,Same Day,TRUE,,48,card,,New,Tablet,6,
250,41,Other,Shoes ,Fashion,228,Germany,M,,Summer,2.2,Active,,FALSE,WELCOME,28,Cash,,Churn Risk,Desktop,13,Will buy again
251,47,M,Watch,Fashion,1979,India,S,White,Harmattan,3.7,Yes,Pickup,No,WELCOME,49,Crypto,Medium,,Mobile,6,Good
252,21,M,shirt,Fashion,1528,Nigeria,M,Black,Spring,3.6,Yes,Same Day,Yes,,46,Card,Very High,Churn Risk,Tablet,10,Good
253,47,Other,Watch,Accessories,989,UK,XXL,Red,Harmattan,4.6,Yes,Standard,,SALE20,27,Card,High,Churn Risk,Desktop,13,Late delivery
254,19,,Watch,Gadgets,1574,Nigeria,S,White,Spring,2.3,No,Express,TRUE,SALE20,16,,Very High,New,Tablet,5,Good
255,26,Female,Shirt,,866,China,S,Red,Spring,2.5,,,Yes,WELCOME,31,card,Medium,Returning,Mobile,1,Late delivery
256,32,Female,Phone,Gadgets,105,USA,M,Blue,Summer,1.4,Inactive,Standard,Yes,SALE20,9,Cash,,Returning,,5,
257,53,F,shirt,Gadgets,770,France,XL,Red,Autumn,2.1,Yes,Same Day,No,WELCOME,26,,High,Churn Risk,Mobile,7,Good
258,39,Other,Shoes,Gadgets,1302,France,,Blue,Spring,4.4,,,No,SALE20,5,,High,New,Tablet,11,Good
259,20,Other,Laptop,Fashion,1916,,m,Red,,1.6,Inactive,Standard,Yes,,6,Crypto,Very High,Churn Risk,mobile,7,
260,67,,,Fashion,679,France,,Blue,,2.5,,Express,TRUE,PROMO10,44,card,Very High,,mobile,-1,
261,49,Other,,Accessories,436,France,S,White,Winter,4.4,Yes,,TRUE,SALE20,9,,Low,New,Mobile,10,Late delivery
262,21,,Bag,Fashion,553,Nigeria,,,Autumn,1.9,Yes,,No,WELCOME,33,,Very High,Returning,mobile,8,
263,37,Other,Shoes,,1540,India,S,,Winter,1.6,Active,Same Day,FALSE,PROMO10,14,Crypto,Medium,,Mobile,4,Will buy again
264,26,M,Shoes,Gadgets,1837,France,XL,White,,1.0,Inactive,Same Day,TRUE,WELCOME,35,Crypto,High,Returning,Mobile,-2,
265,63,Male,Shoes,Gadgets,394,China,XL,,Spring,4.7,Active,Express,No,NONE,19,Transfer,,,Desktop,11,Good
266,31,Other,Shoes,Electronics,215,Nigeria,XL,red,Spring,4.5,Active,Same Day,Yes,WELCOME,41,Card,Low,VIP,Mobile,2,Good
267,48,Male,Shirt,Fashion,1924,China,m,White,Summer,1.8,Inactive,Express,No,WELCOME,27,,High,Churn Risk,,5,Bad
268,24,Female,Phone,Electronics,1114,China,L,Blue,Winter,4.1,Active,,Yes,,16,,High,Returning,Mobile,12,Good
269,21,F,Shirt,Gadgets,1533,Nigeria,L,Black,Harmattan,4.9,Active,Pickup,No,NONE,19,Transfer,Low,VIP,Desktop,11,Excellent
270,31,Female,Laptop,Fashion,1508,India,,Red,Harmattan,2.2,Active,Pickup,TRUE,SALE20,2,Cash,Medium,VIP,,3,Will buy again
271,44,Other,shirt,Gadgets,1631,India,m,Blue,Autumn,3.7,Inactive,Pickup,No,SALE20,47,Card,,Churn Risk,Tablet,1,
272,18,,Bag,Electronics,767,India,XL,White,Autumn,1.8,,Same Day,FALSE,SALE20,20,Cash,High,,mobile,4,Excellent
273,35,Female,Shirt,Electronics,212,UK,L,Red,,3.3,,Pickup,,,16,Crypto,Medium,Returning,,-2,Late delivery
274,51,M,Laptop,Clothing,990,UK,XL,,Spring,2.3,No,,Yes,NONE,2,Transfer,High,New,Mobile,9,Will buy again
275,34,Male,shirt,Clothing,1323,China,XXL,White,Winter,3.5,,Pickup,FALSE,WELCOME,0,Card,Medium,Returning,Tablet,11,Bad
276,41,,Laptop,Fashion,776,China,m,Black,Summer,3.7,No,Standard,TRUE,PROMO10,15,,Low,VIP,Desktop,1,Late delivery
277,18,,Phone,Fashion,916,China,XXL,Green,Summer,3.9,No,Express,TRUE,SALE20,29,Crypto,Very High,VIP,Tablet,13,Excellent
278,34,Other,Laptop,Fashion,1848,UK,S,red,Autumn,4.6,Inactive,,Yes,NONE,31,Transfer,Medium,Churn Risk,Desktop,8,
279,35,M,Shoes ,Fashion,629,Canada,m,White,Harmattan,1.4,No,Standard,TRUE,,8,Crypto,High,New,mobile,7,Bad
280,47,Male,Laptop,Fashion,1303,USA,S,Green,Spring,2.1,,,Yes,SALE20,18,,Very High,,Mobile,-1,Bad
281,22,M,Shirt,Fashion,1632,UK,XL,Black,Spring,1.7,,Pickup,TRUE,PROMO10,16,,Low,Returning,,-2,Good
282,67,Female,Laptop,,1405,Germany,XL,Green,,2.7,,Standard,No,,43,Card,,Churn Risk,,5,Late delivery
283,56,Other,Shirt,Fashion,789,UK,L,White,Harmattan,2.7,Yes,Express,FALSE,SALE20,48,Card,Medium,VIP,Tablet,11,Excellent
284,48,,shirt,Electronics,1201,Canada,S,red,Winter,2.3,Yes,,Yes,,48,Crypto,Low,Returning,Mobile,1,Excellent
285,55,,Shoes ,Electronics,1158,India,L,Black,Harmattan,5.0,Inactive,,,PROMO10,46,Cash,,Returning,Mobile,10,
286,54,Female,shirt,Electronics,1926,UK,M,Red,Autumn,4.0,Yes,,FALSE,NONE,45,card,Low,VIP,Tablet,6,Bad
287,33,,Laptop,,604,Nigeria,XL,Green,,1.4,,Pickup,,WELCOME,13,Crypto,Very High,,Mobile,10,Excellent
288,55,F,Shoes,Gadgets,1786,Nigeria,S,Green,Harmattan,2.6,Active,Same Day,FALSE,WELCOME,16,Transfer,Very High,,Tablet,10,Good
289,16,Other,Bag,Accessories,571,Canada,S,Blue,Spring,4.4,Active,Same Day,Yes,NONE,16,Crypto,Medium,Churn Risk,Mobile,4,Late delivery
290,26,Female,Headset,Gadgets,863,Nigeria,L,White,Summer,1.7,Yes,Same Day,TRUE,NONE,0,Transfer,Very High,Returning,Desktop,13,Will buy again
291,43,Other,Shoes,Fashion,8,France,XXL,White,Winter,2.9,,Express,No,WELCOME,18,Crypto,High,,Tablet,4,Good
292,40,Male,Shoes ,Accessories,500,Canada,XL,Green,Autumn,4.1,Active,,TRUE,WELCOME,18,,Very High,VIP,,10,Late delivery
293,65,Other,shirt,Electronics,383,Germany,,Green,Summer,1.3,Inactive,Same Day,TRUE,PROMO10,26,Card,High,,,-2,Late delivery
294,38,Other,Shoes ,Electronics,360,France,XL,Green,Harmattan,4.3,Active,Same Day,FALSE,PROMO10,28,card,,New,Mobile,3,Good
295,46,Male,Phone,Clothing,472,USA,XL,White,Summer,1.4,Active,,Yes,PROMO10,27,card,Low,Returning,Mobile,10,
296,45,Female,shirt,Fashion,1424,Nigeria,XXL,Blue,Winter,2.9,No,,,SALE20,7,Card,Medium,VIP,Tablet,12,Good
297,57,Other,Laptop,Fashion,442,USA,m,Green,Winter,4.8,No,Express,,SALE20,42,card,,Churn Risk,,13,Late delivery
298,50,M,shirt,Clothing,832,France,,White,,3.0,,Express,Yes,WELCOME,47,Card,Medium,New,Tablet,13,Will buy again
299,22,Other,Shoes,Gadgets,1569,,XL,White,Winter,4.6,Yes,Express,FALSE,PROMO10,27,Transfer,Medium,,mobile,14,
300,31,Female,Bag,Clothing,705,China,XXL,Blue,,4.7,No,Same Day,No,NONE,41,Cash,Low,Returning,Desktop,11,Late delivery
301,41,,Laptop,,1016,Nigeria,XXL,red,,2.7,Yes,,No,NONE,20,Cash,,,Tablet,11,
302,63,Male,,Fashion,50,Germany,L,,Spring,4.7,Inactive,Same Day,,PROMO10,0,card,High,Returning,mobile,10,Will buy again
303,67,,Shoes,,613,India,XL,,Winter,1.4,,Same Day,Yes,SALE20,41,Transfer,Low,VIP,Tablet,6,
304,64,Female,Watch,,53,China,XXL,red,Autumn,2.4,No,Express,Yes,SALE20,28,card,High,Returning,Desktop,-2,Will buy again
305,17,F,Laptop,,124,India,XXL,Blue,Harmattan,4.5,No,Pickup,TRUE,,17,Crypto,Very High,New,Desktop,0,Good
306,16,,Laptop,Electronics,1686,Nigeria,L,,Autumn,3.1,Active,,Yes,WELCOME,2,Crypto,High,,Mobile,14,Good
307,63,Other,Shoes,Clothing,1872,Canada,XL,Blue,Harmattan,3.9,Inactive,,,,24,Card,High,New,mobile,0,Late delivery
308,27,Other,Phone,Accessories,1789,Canada,,,Spring,1.2,Inactive,,Yes,PROMO10,44,Transfer,,Returning,,14,Late delivery
309,20,Male,shirt,Electronics,1102,,M,Red,Spring,3.7,No,Same Day,FALSE,WELCOME,12,card,Very High,New,Tablet,3,Excellent
310,52,Other,Watch,Gadgets,1436,France,m,,Autumn,4.4,No,Same Day,TRUE,NONE,16,Crypto,High,Returning,Desktop,0,Late delivery
311,47,M,Shoes ,Electronics,1523,France,,Red,Winter,3.7,Active,Standard,,PROMO10,13,Transfer,High,VIP,mobile,8,Excellent
312,24,M,Laptop,Gadgets,277,Germany,XXL,red,Spring,4.8,Active,Same Day,,SALE20,25,,Very High,,,11,
313,56,,shirt,Electronics,1028,Germany,,Green,Harmattan,3.8,No,Same Day,TRUE,,42,Cash,Very High,New,Mobile,0,Late delivery
314,50,Female,Headset,Fashion,1022,,S,White,,2.3,Yes,,FALSE,SALE20,33,Crypto,Very High,Returning,Desktop,1,Will buy again
315,34,Male,Headset,,1135,USA,m,Blue,Harmattan,2.0,,Express,Yes,SALE20,15,Cash,Very High,,Tablet,10,Bad
316,63,F,Shoes ,Gadgets,1892,Germany,L,Red,,3.5,,Pickup,,,24,,Low,Churn Risk,mobile,1,
317,31,,Shirt,Gadgets,188,Nigeria,,,Autumn,1.4,Active,Standard,No,SALE20,17,Cash,Low,,Desktop,3,Bad
318,18,Female,Watch,Clothing,349,Germany,m,Green,Autumn,2.5,,,FALSE,WELCOME,6,Card,,Churn Risk,,12,Bad
319,35,Male,Headset,Electronics,824,Canada,L,White,Winter,2.7,,Express,,WELCOME,44,,High,VIP,Tablet,4,Late delivery
320,39,Male,Bag,Gadgets,1611,Canada,L,Blue,Winter,3.4,Inactive,Express,Yes,WELCOME,47,Transfer,,Churn Risk,Desktop,14,Bad
321,69,,Shoes ,Gadgets,1560,Canada,,,Autumn,1.9,No,Same Day,TRUE,WELCOME,41,Crypto,Low,New,Mobile,9,Good
322,48,Female,Shoes,Electronics,1697,UK,XL,Red,Summer,4.7,No,Same Day,,PROMO10,31,,Low,New,Mobile,7,Late delivery
323,39,Female,Shoes,Electronics,1367,France,,,Summer,4.8,No,Pickup,TRUE,,10,Card,Medium,,mobile,4,
324,67,Other,,Accessories,463,UK,M,Red,Harmattan,3.4,Active,Pickup,,,45,Cash,Medium,VIP,Mobile,11,Will buy again
325,26,F,Bag,Clothing,229,France,S,White,Winter,3.7,Inactive,,No,WELCOME,7,Card,Very High,,,0,Good
326,64,M,Watch,Gadgets,694,France,m,red,Summer,2.2,,Standard,FALSE,SALE20,1,card,Low,,Mobile,4,Will buy again
327,23,Other,Headset,Electronics,379,USA,m,Red,Winter,2.0,Inactive,Express,TRUE,,41,Crypto,,,Tablet,8,Late delivery
328,51,Male,Shirt,Gadgets,1658,,,White,Harmattan,2.1,Active,Standard,No,NONE,4,,,Churn Risk,Tablet,9,
329,53,F,Watch,Accessories,915,China,m,Blue,Spring,2.6,Yes,,TRUE,NONE,0,Cash,,Churn Risk,,9,Good
330,55,F,Phone,Accessories,1699,India,L,White,Autumn,4.7,Active,Same Day,No,NONE,31,Transfer,,,mobile,10,
331,35,Female,Watch,Gadgets,1553,,,,Winter,2.2,No,Pickup,No,PROMO10,20,card,,VIP,Tablet,4,Bad
332,50,F,Shoes,Clothing,1084,China,XXL,,Harmattan,2.2,Yes,Same Day,,SALE20,49,Card,Medium,VIP,mobile,4,
333,63,,,Fashion,244,,M,Blue,Summer,2.3,Yes,,Yes,PROMO10,42,Card,High,Returning,Desktop,2,Bad
334,40,F,Headset,Gadgets,1303,China,M,red,Harmattan,1.9,Inactive,Pickup,No,NONE,27,,Low,Returning,,12,
335,50,Male,Shoes ,Accessories,842,UK,,Black,Winter,3.9,Yes,Same Day,Yes,,13,,,VIP,mobile,5,Good
336,40,,Headset,Clothing,928,Nigeria,L,red,Harmattan,2.6,No,Pickup,TRUE,NONE,24,Card,Very High,,Desktop,0,Excellent
337,44,,shirt,,1434,France,S,Red,Autumn,2.9,No,Express,TRUE,PROMO10,47,Transfer,,VIP,Tablet,8,Good
338,33,Other,Shoes,Electronics,672,UK,L,Black,,3.9,No,Pickup,FALSE,NONE,45,Transfer,High,Churn Risk,,13,Excellent
339,61,F,,,1620,UK,S,White,Harmattan,3.6,Active,Pickup,TRUE,WELCOME,3,Card,Low,,Mobile,4,Bad
340,33,Female,shirt,Clothing,1142,France,L,red,,2.6,Inactive,Standard,Yes,WELCOME,27,Transfer,,,Desktop,4,Will buy again
341,17,Other,Bag,Clothing,1573,,L,Blue,,1.1,Active,Same Day,Yes,PROMO10,10,Card,Very High,,Desktop,-1,Excellent
342,69,Female,Shirt,Gadgets,118,Germany,L,Red,Harmattan,4.6,,Standard,,NONE,3,Card,High,Returning,Desktop,9,Bad
343,50,F,Watch,Clothing,1005,Nigeria,XL,Green,Autumn,1.5,No,,Yes,WELCOME,16,Card,Medium,New,Mobile,-1,
344,31,Other,Phone,Electronics,1969,India,L,Red,,4.4,Inactive,Express,No,NONE,42,card,,,Tablet,10,Good
345,56,F,Laptop,,1460,,M,Green,Harmattan,4.0,No,,No,WELCOME,8,Card,High,,Mobile,7,Will buy again
346,51,Male,Laptop,Gadgets,1530,USA,XXL,Red,Winter,4.3,Yes,Express,FALSE,,23,Transfer,High,,mobile,14,Excellent
347,48,Other,Shoes ,Accessories,1399,,m,Blue,,4.6,Inactive,Express,,,42,Crypto,High,,mobile,4,Excellent
348,19,Female,,Electronics,1603,Germany,m,,Summer,1.2,Inactive,Standard,Yes,PROMO10,41,Transfer,Medium,Returning,Mobile,-2,Late delivery
349,48,Male,Bag,Gadgets,1566,Nigeria,XXL,,Summer,2.8,,Pickup,Yes,SALE20,41,Crypto,High,New,Desktop,-1,Will buy again
350,29,M,Shoes,Gadgets,1115,Canada,L,White,Summer,1.2,Active,Standard,No,WELCOME,42,card,,Churn Risk,Desktop,5,Bad
351,36,Female,Phone,Fashion,1797,China,XL,Blue,Autumn,2.3,Active,Same Day,Yes,WELCOME,31,Transfer,Medium,VIP,,11,
352,63,F,Shoes ,Electronics,1474,UK,L,Red,Autumn,1.6,No,Same Day,TRUE,PROMO10,8,Card,Very High,Returning,mobile,11,Late delivery
353,35,Female,Bag,Clothing,609,Germany,L,Green,,3.3,No,,TRUE,WELCOME,18,Card,Very High,,,9,Bad
354,23,M,Shirt,Electronics,204,USA,S,Blue,,3.5,Yes,Express,FALSE,,39,Crypto,High,,Tablet,6,Bad
355,22,Female,Shoes,Electronics,1390,Germany,m,,,3.3,Yes,,FALSE,PROMO10,48,card,,,Mobile,1,Good
356,18,Male,Laptop,Fashion,491,,m,,,1.9,Inactive,Standard,Yes,SALE20,7,card,High,VIP,Mobile,4,Bad
357,32,,Shirt,Clothing,1927,UK,M,Blue,Autumn,2.0,Yes,Express,No,PROMO10,33,Card,Medium,Returning,mobile,7,Good
358,48,Female,Shoes ,,721,India,m,Green,Winter,2.2,,Pickup,Yes,SALE20,28,Transfer,,Returning,Mobile,6,Late delivery
359,63,Other,,Fashion,88,France,S,Black,,1.6,Inactive,,TRUE,,38,Card,,,Desktop,11,Will buy again
360,27,M,shirt,Fashion,1647,USA,m,Red,Spring,2.7,Active,Pickup,Yes,PROMO10,14,Transfer,,,Desktop,14,Bad
361,66,Female,,Fashion,1275,India,XXL,Blue,,3.8,Yes,Standard,Yes,NONE,43,Transfer,Very High,Returning,Desktop,3,Bad
362,37,M,Shoes,Electronics,1912,Canada,m,,Winter,4.2,Yes,Standard,No,NONE,30,card,Low,Churn Risk,Mobile,0,Excellent
363,37,,Shirt,,1545,France,XL,Blue,,1.1,Yes,Same Day,TRUE,,21,Cash,,VIP,Tablet,1,Bad
364,61,Male,Watch,Fashion,945,India,S,Red,Summer,1.2,No,Pickup,FALSE,WELCOME,32,,Medium,Churn Risk,,6,Bad
365,45,Other,,Accessories,272,,M,Green,Summer,3.5,No,,No,PROMO10,37,card,Very High,New,Tablet,11,Good
366,53,F,Headset,Clothing,1844,India,M,Red,Spring,2.8,,Same Day,FALSE,NONE,37,Card,High,New,Desktop,0,Good
367,53,Female,Shirt,,469,UK,M,White,,2.4,,Pickup,FALSE,WELCOME,30,Card,Very High,Churn Risk,Desktop,11,
368,60,Male,Shoes ,Clothing,1042,,XXL,White,,4.1,Yes,Standard,TRUE,,2,Crypto,Low,Returning,Desktop,-1,Good
369,66,M,,,825,France,S,red,Autumn,3.0,No,,TRUE,NONE,49,,Medium,VIP,Desktop,5,Good
370,69,,shirt,Fashion,222,Canada,M,Blue,Summer,3.4,Yes,Pickup,TRUE,WELCOME,29,Cash,,,,1,Bad
371,23,M,Shoes ,,994,Germany,,White,,2.3,,Express,Yes,PROMO10,39,Card,Medium,Churn Risk,mobile,1,
372,42,,shirt,Electronics,1262,Nigeria,XXL,,Winter,2.2,Inactive,Pickup,,WELCOME,40,,High,Returning,,4,Good
373,42,,Watch,,49,Canada,XL,Red,Harmattan,4.8,No,Express,No,NONE,39,Cash,Medium,VIP,Tablet,2,Bad
374,49,Male,Headset,Gadgets,164,UK,L,Blue,Spring,3.8,Yes,Standard,FALSE,PROMO10,33,card,Medium,Returning,Desktop,9,Late delivery
375,36,Female,Watch,Gadgets,1186,France,XL,White,Harmattan,2.3,Inactive,Standard,FALSE,NONE,45,Cash,High,Returning,Tablet,-2,Excellent
376,45,F,Headset,Electronics,784,,S,Green,Spring,5.0,Yes,Express,FALSE,PROMO10,45,,Medium,Returning,Tablet,10,
377,48,Female,Bag,Fashion,1128,UK,XL,White,Spring,1.2,Active,Express,FALSE,SALE20,3,Crypto,Very High,VIP,,3,Will buy again
378,43,Other,Laptop,Fashion,1111,Germany,,Green,Winter,2.7,Inactive,Standard,No,NONE,2,Cash,Very High,New,Mobile,9,
379,62,Female,shirt,Accessories,560,USA,m,White,Summer,4.9,Yes,Standard,,SALE20,10,Card,,New,,6,Will buy again
380,48,,Bag,Gadgets,1181,,XXL,Green,Autumn,4.6,,Same Day,,,7,card,Very High,Churn Risk,Tablet,7,
381,20,,Shirt,Gadgets,686,China,S,Red,Summer,2.8,Active,Same Day,No,PROMO10,25,card,Low,Returning,Mobile,7,Late delivery
382,63,Other,Headset,Clothing,1049,Canada,,Red,Harmattan,3.9,,Standard,,NONE,37,Crypto,Medium,New,Desktop,3,Good
383,34,M,Watch,Fashion,1278,China,M,Black,Summer,2.5,Inactive,Standard,FALSE,,35,Transfer,Medium,,Tablet,8,Late delivery
384,19,,Bag,Electronics,1217,Canada,XXL,Red,Harmattan,2.9,,Express,Yes,,49,Transfer,High,New,Tablet,3,
385,50,Other,Watch,Fashion,1350,USA,m,White,,3.6,,,TRUE,WELCOME,11,Card,,Churn Risk,,14,Good
386,64,,Headset,Fashion,1897,,S,red,,2.5,Inactive,,No,SALE20,22,Cash,Very High,Returning,Mobile,0,Good
387,32,F,Watch,Accessories,1561,USA,,Blue,Autumn,4.1,,Standard,,NONE,5,,,New,,4,Will buy again
388,59,,Shoes,,798,Nigeria,m,Green,Autumn,2.4,Inactive,Standard,FALSE,PROMO10,19,card,Very High,Churn Risk,Desktop,8,
389,43,Male,Shoes,,676,Nigeria,,Red,,1.8,Yes,Same Day,Yes,PROMO10,49,Cash,High,Churn Risk,Tablet,13,Excellent
390,45,Other,shirt,Electronics,223,UK,m,,Spring,2.0,No,Pickup,FALSE,PROMO10,39,Card,Low,,Desktop,7,Excellent
391,44,Female,Watch,Accessories,1045,India,S,Blue,Summer,4.6,,Express,Yes,WELCOME,5,Card,Medium,VIP,,12,Will buy again
392,61,Other,Shirt,Accessories,520,France,XXL,,Winter,4.0,Active,Pickup,Yes,,6,Transfer,Medium,,,5,Late delivery
393,68,M,Shoes,Accessories,1067,UK,XL,red,,4.6,Inactive,,FALSE,WELCOME,35,card,Low,New,mobile,13,Excellent
394,21,,Shirt,,1811,Germany,,Green,Winter,4.7,,Same Day,,WELCOME,11,Card,Medium,New,,9,Bad
395,50,Other,Shoes ,Accessories,1829,France,XL,Green,Autumn,1.0,Inactive,Same Day,No,,25,,,,Desktop,11,
396,56,F,Phone,Fashion,1024,USA,M,Green,Autumn,1.8,Active,Same Day,FALSE,,35,Card,Low,Churn Risk,Tablet,14,Will buy again
397,52,Other,Headset,,705,UK,,Red,Harmattan,2.6,Yes,,FALSE,WELCOME,20,Transfer,Low,Returning,,12,
